dates,prices
01-Feb-1983,493.488
01-Mar-1983,420.707
01-Apr-1983,433.171
01-May-1983,437.393
01-Jun-1983,413.148
01-Jul-1983,422.645
01-Aug-1983,416.205
01-Sep-1983,412.245
01-Oct-1983,394.245
01-Nov-1983,381.016
01-Dec-1983,388.06
01-Jan-1984,370.735
01-Feb-1984,386.038
01-Mar-1984,394.743
01-Apr-1984,381.371
01-May-1984,376.957
01-Jun-1984,378.314
01-Jul-1984,347.598
01-Aug-1984,347.677
01-Sep-1984,340.945
01-Oct-1984,340.217
01-Nov-1984,341.286
01-Dec-1984,319.622
01-Jan-1985,302.852
01-Feb-1985,299.833
01-Mar-1985,303.205
01-Apr-1985,324.883
01-May-1985,316.395
01-Jun-1985,316.298
01-Jul-1985,317.202
01-Aug-1985,330.131
01-Sep-1985,323.764
01-Oct-1985,326.093
01-Nov-1985,325.548
01-Dec-1985,321.985
01-Jan-1986,345.561
01-Feb-1986,339.053
01-Mar-1986,346.095
01-Apr-1986,340.716
01-May-1986,342.325
01-Jun-1986,342.798
01-Jul-1986,348.554
01-Aug-1986,376.29
01-Sep-1986,418.152
01-Oct-1986,423.863
01-Nov-1986,396.983
01-Dec-1986,391.595
01-Jan-1987,408.524
01-Feb-1987,401.045
01-Mar-1987,408.848
01-Apr-1987,439.665
01-May-1987,461.65
01-Jun-1987,449.282
01-Jul-1987,450.33
01-Aug-1987,460.988
01-Sep-1987,460.12
01-Oct-1987,465.764
01-Nov-1987,468.14
01-Dec-1987,487.079
01-Jan-1988,477.758
01-Feb-1988,442.124
01-Mar-1988,443.491
01-Apr-1988,451.558
01-May-1988,451.32
01-Jun-1988,451.657
01-Jul-1988,437.452
01-Aug-1988,431.064
01-Sep-1988,413.439
01-Oct-1988,406.39
01-Nov-1988,419.966
01-Dec-1988,419.248
01-Jan-1989,404.445
01-Feb-1989,387.973
01-Mar-1989,390.274
01-Apr-1989,384.72
01-May-1989,371.35
01-Jun-1989,367.727
01-Jul-1989,375.21
01-Aug-1989,365.548
01-Sep-1989,361.798
01-Oct-1989,366.8
01-Nov-1989,394.361
01-Dec-1989,409.655
01-Jan-1990,410.118
01-Feb-1990,416.543
01-Mar-1990,393.661
01-Apr-1990,374.929
01-May-1990,368.855
01-Jun-1990,352.657
01-Jul-1990,361.82
01-Aug-1990,394.861
01-Sep-1990,389.56
01-Oct-1990,381.333
01-Nov-1990,381.866
01-Dec-1990,378.161
01-Jan-1991,384.591
01-Feb-1991,363.748
01-Mar-1991,363.39
01-Apr-1991,358.055
01-May-1991,357.117
01-Jun-1991,366.36
01-Jul-1991,368.013
01-Aug-1991,356.721
01-Sep-1991,348.46
01-Oct-1991,358.826
01-Nov-1991,359.96
01-Dec-1991,361.875
01-Jan-1992,354.436
01-Feb-1992,353.853
01-Mar-1992,344.641
01-Apr-1992,338.728
01-May-1992,337.039
01-Jun-1992,340.784
01-Jul-1992,352.452
01-Aug-1992,343.603
01-Sep-1992,345.3
01-Oct-1992,344.277
01-Nov-1992,334.924
01-Dec-1992,334.657
01-Jan-1993,328.993
01-Feb-1993,329.31
01-Mar-1993,329.974
01-Apr-1993,341.948
01-May-1993,367.045
01-Jun-1993,371.914
01-Jul-1993,392.034
01-Aug-1993,379.795
01-Sep-1993,355.561
01-Oct-1993,364.005
01-Nov-1993,373.939
01-Dec-1993,383.243
01-Jan-1994,387.11
01-Feb-1994,381.658
01-Mar-1994,384
01-Apr-1994,377.908
01-May-1994,381.343
01-Jun-1994,385.714
01-Jul-1994,385.45
01-Aug-1994,380.207
01-Sep-1994,391.348
01-Oct-1994,390.164
01-Nov-1994,384.377
01-Dec-1994,379.48
01-Jan-1995,378.738
01-Feb-1995,376.745
01-Mar-1995,381.82
01-Apr-1995,391.339
01-May-1995,385.231
01-Jun-1995,387.618
01-Jul-1995,386.138
01-Aug-1995,383.502
01-Sep-1995,382.931
01-Oct-1995,383.202
01-Nov-1995,385.209
01-Dec-1995,387.445
01-Jan-1996,398.695
01-Feb-1996,404.919
01-Mar-1996,396.512
01-Apr-1996,392.87
01-May-1996,391.99
01-Jun-1996,385.245
01-Jul-1996,383.457
01-Aug-1996,387.51
01-Sep-1996,383.29
01-Oct-1996,380.909
01-Nov-1996,377.869
01-Dec-1996,369.338
01-Jan-1997,355.025
01-Feb-1997,346.4
01-Mar-1997,352.311
01-Apr-1997,344.707
01-May-1997,344.1
01-Jun-1997,340.805
01-Jul-1997,323.78
01-Aug-1997,323.998
01-Sep-1997,322.616
01-Oct-1997,324.863
01-Nov-1997,306.345
01-Dec-1997,288.776
01-Jan-1998,289.264
01-Feb-1998,297.743
01-Mar-1998,295.87
01-Apr-1998,308.558
01-May-1998,298.971
01-Jun-1998,292.223
01-Jul-1998,292.874
01-Aug-1998,284.228
01-Sep-1998,288.661
01-Oct-1998,296.595
01-Nov-1998,294.243
01-Dec-1998,291.357
01-Jan-1999,287.333
01-Feb-1999,287.495
01-Mar-1999,286.243
01-Apr-1999,282.62
01-May-1999,276.932
01-Jun-1999,261.402
01-Jul-1999,256.198
01-Aug-1999,256.936
01-Sep-1999,264.47
01-Oct-1999,311.562
01-Nov-1999,293.65
01-Dec-1999,283.743
01-Jan-2000,284.59
01-Feb-2000,300.855
01-Mar-2000,286.704
01-Apr-2000,279.961
01-May-2000,275.293
01-Jun-2000,285.368
01-Jul-2000,282.152
01-Aug-2000,274.523
01-Sep-2000,273.676
01-Oct-2000,270.405
01-Nov-2000,265.989
01-Dec-2000,271.892
01-Jan-2001,265.934
01-Feb-2001,262.018
01-Mar-2001,263.273
01-Apr-2001,260.75
01-May-2001,272.057
01-Jun-2001,270.738
01-Jul-2001,267.707
01-Aug-2001,272.657
01-Sep-2001,282.478
01-Oct-2001,283.322
01-Nov-2001,276.248
01-Dec-2001,275.992
01-Jan-2002,281.764
01-Feb-2002,295.683
01-Mar-2002,294.353
01-Apr-2002,302.862
01-May-2002,314.48
01-Jun-2002,321.536
01-Jul-2002,313.567
01-Aug-2002,310.045
01-Sep-2002,318.8
01-Oct-2002,316.748
01-Nov-2002,319.255
01-Dec-2002,333.3
01-Jan-2003,356.864
01-Feb-2003,359.575
01-Mar-2003,341.564
01-Apr-2003,328.208
01-May-2003,355.405
01-Jun-2003,356.912
01-Jul-2003,350.765
01-Aug-2003,358.993
01-Sep-2003,378.859
01-Oct-2003,379.093
01-Nov-2003,390.2
01-Dec-2003,407.674
01-Jan-2004,414.495
01-Feb-2004,404.73
01-Mar-2004,405.976
01-Apr-2004,404.85
01-May-2004,383.953
01-Jun-2004,391.78
01-Jul-2004,398.441
01-Aug-2004,400.133
01-Sep-2004,405.402
01-Oct-2004,420.21
01-Nov-2004,439.059
01-Dec-2004,442.974
01-Jan-2005,424.08
01-Feb-2005,423.43
01-Mar-2005,434.355
01-Apr-2005,429.14
01-May-2005,422.903
01-Jun-2005,430.302
01-Jul-2005,424.745
01-Aug-2005,437.773
01-Sep-2005,455.936
01-Oct-2005,470.107
01-Nov-2005,476.668
01-Dec-2005,509.423
01-Jan-2006,549.433
01-Feb-2006,555.518
01-Mar-2006,557.215
01-Apr-2006,611.853
01-May-2006,676.769
01-Jun-2006,597.898
01-Jul-2006,633.093
01-Aug-2006,631.557
01-Sep-2006,600.15
01-Oct-2006,586.648
01-Nov-2006,626.825
01-Dec-2006,629.513
01-Jan-2007,630.352
01-Feb-2007,665.103
01-Mar-2007,655.891
01-Apr-2007,680.008
01-May-2007,668.31
01-Jun-2007,655.714
01-Jul-2007,665.266
01-Aug-2007,664.53
01-Sep-2007,710.645
01-Oct-2007,754.48
01-Nov-2007,808.311
01-Dec-2007,803.618
01-Jan-2008,887.784
01-Feb-2008,924.283
01-Mar-2008,971.055
01-Apr-2008,911.6
01-May-2008,889.125
01-Jun-2008,889.536
01-Jul-2008,941.167
01-Aug-2008,840.388
01-Sep-2008,824.92
01-Oct-2008,812.815
01-Nov-2008,757.85
01-Dec-2008,819.94
01-Jan-2009,857.726
01-Feb-2009,939.763
01-Mar-2009,925.989
01-Apr-2009,892.663
01-May-2009,926.855
01-Jun-2009,947.807
01-Jul-2009,934.272
01-Aug-2009,949.5
01-Sep-2009,996.443
01-Oct-2009,1043.511
01-Nov-2009,1126.119
01-Dec-2009,1135.012
01-Jan-2010,1119.575
01-Feb-2010,1095.8
01-Mar-2010,1115.554
01-Apr-2010,1148.475
01-May-2010,1204.321
01-Jun-2010,1232.382
01-Jul-2010,1196
01-Aug-2010,1213.464
01-Sep-2010,1271.461
01-Oct-2010,1343.19
01-Nov-2010,1371.784
01-Dec-2010,1393.512
01-Jan-2011,1360.475
01-Feb-2011,1371.313
01-Mar-2011,1422.848
01-Apr-2011,1474.431
01-May-2011,1512.188
01-Jun-2011,1528.38
01-Jul-2011,1568.526
01-Aug-2011,1759.5
01-Sep-2011,1780.648
01-Oct-2011,1667.893
01-Nov-2011,1735.977
01-Dec-2011,1652.725
01-Jan-2012,1656.095
01-Feb-2012,1743.095
01-Mar-2012,1675.057
01-Apr-2012,1648.539
01-May-2012,1585.114
01-Jun-2012,1595.632
01-Jul-2012,1592.784
01-Aug-2012,1625.682
01-Sep-2012,1741.925
01-Oct-2012,1746.348
01-Nov-2012,1724.352
01-Dec-2012,1687.342
01-Jan-2013,1671.886
01-Feb-2013,1630.688
01-Mar-2013,1591.013
01-Apr-2013,1485.905
01-May-2013,1416.143
01-Jun-2013,1342.7
01-Jul-2013,1284.348
01-Aug-2013,1345.048
01-Sep-2013,1348.464
01-Oct-2013,1314.402
01-Nov-2013,1277.417
01-Dec-2013,1221.588
01-Jan-2014,1243.068
01-Feb-2014,1298.713
01-Mar-2014,1336.56
01-Apr-2014,1299.175
01-May-2014,1288.913
01-Jun-2014,1277.857
01-Jul-2014,1312.989
01-Aug-2014,1297.005
01-Sep-2014,1241.33
01-Oct-2014,1223.565
01-Nov-2014,1176.413
01-Dec-2014,1200.44
01-Jan-2015,1249.333
01-Feb-2015,1231.1
01-Mar-2015,1180.636
01-Apr-2015,1198.253
01-May-2015,1197.684
01-Jun-2015,1182.248
01-Jul-2015,1131.58
01-Aug-2015,1117.525
01-Sep-2015,1124.905
01-Oct-2015,1157.123
01-Nov-2015,1088.388
01-Dec-2015,1068.317
01-Jan-2016,1095.655
01-Feb-2016,1194.893
01-Mar-2016,1246.312
01-Apr-2016,1241.452
01-May-2016,1259.755
01-Jun-2016,1273.58
01-Jul-2016,1337.429
01-Aug-2016,1340.861
01-Sep-2016,1326.618
01-Oct-2016,1268.929
01-Nov-2016,1240.293
01-Dec-2016,1152.165
01-Jan-2017,1192.648
01-Feb-2017,1233.39
01-Mar-2017,1231.063
01-Apr-2017,1267.15
01-May-2017,1245.25
01-Jun-2017,1261.277
01-Jul-2017,1235.1
01-Aug-2017,1281.72
01-Sep-2017,1317.045
01-Oct-2017,1280.677
01-Nov-2017,1283.189
01-Dec-2017,1265.674
01-Jan-2018,1332.809
01-Feb-2018,1333.775
