"MacroTrends Data Download"
"Silver Prices - 100 Year Historical Chart"
"Note: Real datasets are adjusted for inflation using the headline Consumer Price Index (CPI) with the current month as the base."

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,real,nominal
1982-07-01,20.21,6.740
1982-08-01,23.95,8.006
1982-09-01,24.60,8.240
1982-10-01,30.04,10.090
1982-11-01,30.29,10.154
1982-12-01,33.14,11.066
1983-01-01,42.47,14.210
1983-02-01,34.51,11.556
1983-03-01,32.10,10.750
1983-04-01,36.17,12.204
1983-05-01,38.61,13.100
1983-06-01,34.45,11.724
1983-07-01,34.85,11.910
1983-08-01,36.02,12.348
1983-09-01,32.14,11.070
1983-10-01,24.98,8.630
1983-11-01,27.97,9.684
1983-12-01,26.33,9.128
1984-01-01,24.84,8.660
1984-02-01,27.91,9.780
1984-03-01,28.21,9.900
1984-04-01,25.74,9.079
1984-05-01,26.40,9.340
1984-06-01,24.01,8.516
1984-07-01,19.89,7.085
1984-08-01,21.31,7.618
1984-09-01,21.21,7.620
1984-10-01,20.21,7.280
1984-11-01,19.59,7.058
1984-12-01,17.66,6.363
1985-01-01,17.71,6.390
1985-02-01,15.68,5.685
1985-03-01,18.47,6.725
1985-04-01,17.02,6.225
1985-05-01,16.86,6.190
1985-06-01,16.77,6.174
1985-07-01,17.16,6.330
1985-08-01,17.17,6.344
1985-09-01,16.45,6.095
1985-10-01,16.47,6.125
1985-11-01,16.39,6.112
1985-12-01,15.75,5.889
1986-01-01,16.20,6.075
1986-02-01,15.22,5.690
1986-03-01,13.88,5.165
1986-04-01,13.93,5.177
1986-05-01,14.14,5.270
1986-06-01,13.75,5.152
1986-07-01,13.68,5.127
1986-08-01,13.89,5.213
1986-09-01,14.92,5.625
1986-10-01,15.05,5.680
1986-11-01,14.33,5.411
1986-12-01,14.41,5.448
1987-01-01,14.53,5.525
1987-02-01,14.35,5.480
1987-03-01,16.22,6.220
1987-04-01,20.91,8.061
1987-05-01,19.82,7.670
1987-06-01,19.03,7.390
1987-07-01,21.45,8.350
1987-08-01,19.17,7.501
1987-09-01,19.34,7.610
1987-10-01,17.72,6.990
1987-11-01,17.91,7.071
1987-12-01,17.10,6.752
1988-01-01,16.53,6.545
1988-02-01,15.89,6.304
1988-03-01,17.02,6.785
1988-04-01,16.39,6.568
1988-05-01,16.55,6.650
1988-06-01,16.73,6.756
1988-07-01,16.91,6.855
1988-08-01,16.40,6.679
1988-09-01,15.19,6.225
1988-10-01,15.44,6.348
1988-11-01,15.01,6.178
1988-12-01,14.83,6.112
1989-01-01,14.09,5.835
1989-02-01,14.21,5.913
1989-03-01,13.92,5.823
1989-04-01,13.49,5.684
1989-05-01,12.29,5.205
1989-06-01,12.30,5.225
1989-07-01,12.49,5.313
1989-08-01,12.06,5.141
1989-09-01,12.41,5.310
1989-10-01,12.14,5.218
1989-11-01,13.23,5.696
1989-12-01,12.19,5.260
1990-01-01,11.99,5.228
1990-02-01,11.85,5.189
1990-03-01,11.31,4.980
1990-04-01,11.34,4.998
1990-05-01,11.56,5.110
1990-06-01,11.13,4.948
1990-07-01,10.81,4.822
1990-08-01,10.76,4.846
1990-09-01,10.64,4.832
1990-10-01,9.15,4.180
1990-11-01,9.04,4.136
1990-12-01,9.26,4.236
1991-01-01,8.36,3.851
1991-02-01,8.16,3.764
1991-03-01,8.37,3.868
1991-04-01,8.66,4.006
1991-05-01,8.88,4.117
1991-06-01,9.60,4.465
1991-07-01,8.75,4.078
1991-08-01,8.25,3.857
1991-09-01,8.89,4.173
1991-10-01,8.74,4.108
1991-11-01,8.63,4.069
1991-12-01,8.28,3.906
1992-01-01,8.85,4.180
1992-02-01,8.71,4.128
1992-03-01,8.69,4.143
1992-04-01,8.40,4.010
1992-05-01,8.41,4.022
1992-06-01,8.45,4.052
1992-07-01,8.19,3.937
1992-08-01,7.80,3.760
1992-09-01,7.78,3.762
1992-10-01,7.75,3.762
1992-11-01,7.70,3.741
1992-12-01,7.59,3.686
1993-01-01,7.50,3.660
1993-02-01,7.34,3.592
1993-03-01,7.92,3.892
1993-04-01,8.95,4.411
1993-05-01,9.37,4.622
1993-06-01,9.27,4.581
1993-07-01,10.95,5.408
1993-08-01,9.84,4.876
1993-09-01,8.22,4.082
1993-10-01,8.76,4.367
1993-11-01,8.89,4.433
1993-12-01,10.25,5.111
1994-01-01,10.26,5.135
1994-02-01,10.72,5.383
1994-03-01,11.49,5.785
1994-04-01,10.66,5.374
1994-05-01,11.00,5.550
1994-06-01,10.70,5.416
1994-07-01,10.50,5.332
1994-08-01,10.79,5.498
1994-09-01,11.07,5.657
1994-10-01,10.29,5.262
1994-11-01,9.59,4.909
1994-12-01,9.59,4.908
1995-01-01,9.07,4.663
1995-02-01,8.82,4.555
1995-03-01,10.25,5.310
1995-04-01,11.10,5.771
1995-05-01,10.20,5.310
1995-06-01,9.69,5.055
1995-07-01,9.68,5.052
1995-08-01,10.28,5.374
1995-09-01,10.47,5.485
1995-10-01,10.19,5.360
1995-11-01,9.90,5.201
1995-12-01,9.90,5.198
1996-01-01,10.58,5.588
1996-02-01,10.44,5.535
1996-03-01,10.40,5.540
1996-04-01,9.97,5.330
1996-05-01,10.09,5.403
1996-06-01,9.37,5.024
1996-07-01,9.59,5.148
1996-08-01,9.73,5.235
1996-09-01,9.03,4.877
1996-10-01,8.88,4.808
1996-11-01,8.72,4.730
1996-12-01,8.81,4.780
1997-01-01,9.04,4.920
1997-02-01,9.80,5.350
1997-03-01,9.27,5.075
1997-04-01,8.55,4.684
1997-05-01,8.54,4.675
1997-06-01,8.46,4.638
1997-07-01,8.18,4.490
1997-08-01,8.49,4.671
1997-09-01,9.49,5.232
1997-10-01,8.57,4.737
1997-11-01,9.49,5.243
1997-12-01,10.83,5.977
1998-01-01,11.08,6.125
1998-02-01,11.68,6.470
1998-03-01,11.65,6.467
1998-04-01,11.19,6.222
1998-05-01,9.13,5.085
1998-06-01,9.91,5.529
1998-07-01,9.78,5.458
1998-08-01,8.35,4.666
1998-09-01,9.58,5.360
1998-10-01,8.99,5.043
1998-11-01,8.63,4.844
1998-12-01,8.94,5.014
1999-01-01,9.31,5.235
1999-02-01,10.01,5.631
1999-03-01,8.80,4.970
1999-04-01,9.54,5.425
1999-05-01,8.61,4.895
1999-06-01,9.30,5.288
1999-07-01,9.58,5.465
1999-08-01,9.11,5.206
1999-09-01,9.78,5.615
1999-10-01,9.00,5.180
1999-11-01,9.04,5.207
1999-12-01,9.46,5.445
2000-01-01,9.21,5.317
2000-02-01,8.77,5.096
2000-03-01,8.61,5.045
2000-04-01,8.54,5.004
2000-05-01,8.46,4.965
2000-06-01,8.60,5.073
2000-07-01,8.52,5.038
2000-08-01,8.52,5.037
2000-09-01,8.33,4.948
2000-10-01,8.03,4.778
2000-11-01,7.89,4.701
2000-12-01,7.77,4.625
2001-01-01,8.04,4.815
2001-02-01,7.49,4.506
2001-03-01,7.13,4.295
2001-04-01,7.19,4.350
2001-05-01,7.25,4.410
2001-06-01,7.09,4.320
2001-07-01,6.96,4.228
2001-08-01,6.92,4.200
2001-09-01,7.66,4.675
2001-10-01,6.95,4.225
2001-11-01,6.82,4.138
2001-12-01,7.59,4.586
2002-01-01,6.97,4.223
2002-02-01,7.42,4.513
2002-03-01,7.60,4.650
2002-04-01,7.40,4.550
2002-05-01,8.20,5.042
2002-06-01,7.88,4.851
2002-07-01,7.46,4.598
2002-08-01,7.22,4.462
2002-09-01,7.35,4.548
2002-10-01,7.26,4.505
2002-11-01,7.12,4.416
2002-12-01,7.77,4.810
2003-01-01,7.82,4.860
2003-02-01,7.34,4.597
2003-03-01,7.09,4.465
2003-04-01,7.39,4.649
2003-05-01,7.22,4.533
2003-06-01,7.26,4.566
2003-07-01,8.14,5.120
2003-08-01,8.12,5.127
2003-09-01,8.11,5.142
2003-10-01,8.00,5.065
2003-11-01,8.49,5.363
2003-12-01,9.46,5.963
2004-01-01,9.86,6.250
2004-02-01,10.54,6.711
2004-03-01,12.39,7.945
2004-04-01,9.47,6.088
2004-05-01,9.45,6.110
2004-06-01,8.92,5.791
2004-07-01,10.12,6.560
2004-08-01,10.49,6.804
2004-09-01,10.68,6.938
2004-10-01,11.18,7.305
2004-11-01,11.84,7.736
2004-12-01,10.49,6.831
2005-01-01,10.34,6.747
2005-02-01,11.26,7.388
2005-03-01,10.86,7.180
2005-04-01,10.41,6.933
2005-05-01,11.21,7.452
2005-06-01,10.62,7.066
2005-07-01,10.86,7.262
2005-08-01,10.18,6.840
2005-09-01,11.04,7.512
2005-10-01,11.12,7.580
2005-11-01,12.28,8.306
2005-12-01,13.18,8.876
2006-01-01,14.57,9.885
2006-02-01,14.40,9.788
2006-03-01,16.85,11.520
2006-04-01,19.74,13.606
2006-05-01,17.97,12.455
2006-06-01,15.71,10.903
2006-07-01,16.33,11.370
2006-08-01,18.65,13.004
2006-09-01,16.63,11.540
2006-10-01,17.77,12.270
2006-11-01,20.29,13.981
2006-12-01,18.75,12.948
2007-01-01,19.61,13.580
2007-02-01,20.49,14.272
2007-03-01,19.14,13.450
2007-04-01,19.14,13.535
2007-05-01,18.95,13.480
2007-06-01,17.47,12.451
2007-07-01,18.27,13.020
2007-08-01,17.15,12.197
2007-09-01,19.52,13.920
2007-10-01,20.20,14.438
2007-11-01,19.50,14.016
2007-12-01,20.73,14.895
2008-01-01,23.54,16.995
2008-02-01,27.47,19.894
2008-03-01,23.70,17.310
2008-04-01,22.56,16.575
2008-05-01,22.75,16.865
2008-06-01,23.37,17.492
2008-07-01,23.64,17.790
2008-08-01,18.26,13.687
2008-09-01,16.40,12.275
2008-10-01,13.14,9.730
2008-11-01,14.03,10.195
2008-12-01,15.69,11.290
2009-01-01,17.39,12.565
2009-02-01,18.06,13.105
2009-03-01,17.84,12.985
2009-04-01,16.89,12.321
2009-05-01,21.34,15.610
2009-06-01,18.42,13.595
2009-07-01,18.92,13.940
2009-08-01,20.20,14.918
2009-09-01,22.54,16.658
2009-10-01,21.98,16.255
2009-11-01,25.00,18.506
2009-12-01,22.80,16.840
2010-01-01,21.84,16.190
2010-02-01,22.28,16.517
2010-03-01,23.54,17.526
2010-04-01,24.99,18.633
2010-05-01,24.69,18.422
2010-06-01,25.08,18.701
2010-07-01,24.14,18.003
2010-08-01,26.01,19.425
2010-09-01,29.20,21.821
2010-10-01,32.82,24.564
2010-11-01,37.66,28.189
2010-12-01,41.27,30.934
2011-01-01,37.38,28.170
2011-02-01,44.67,33.817
2011-03-01,49.56,37.890
2011-04-01,63.18,48.597
2011-05-01,49.57,38.305
2011-06-01,45.11,34.831
2011-07-01,51.90,40.105
2011-08-01,53.87,41.756
2011-09-01,38.75,30.085
2011-10-01,44.35,34.355
2011-11-01,42.31,32.746
2011-12-01,36.14,27.907
2012-01-01,42.91,33.265
2012-02-01,44.47,34.633
2012-03-01,41.39,32.485
2012-04-01,39.38,31.004
2012-05-01,35.31,27.760
2012-06-01,35.17,27.608
2012-07-01,35.62,27.915
2012-08-01,39.88,31.430
2012-09-01,43.67,34.580
2012-10-01,40.85,32.315
2012-11-01,42.19,33.224
2012-12-01,38.47,30.219
2013-01-01,39.78,31.350
2013-02-01,35.79,28.427
2013-03-01,35.58,28.325
2013-04-01,30.39,24.177
2013-05-01,27.92,22.245
2013-06-01,24.37,19.466
2013-07-01,24.56,19.630
2013-08-01,29.38,23.505
2013-09-01,27.09,21.710
2013-10-01,27.38,21.870
2013-11-01,25.07,19.995
2013-12-01,24.28,19.364
2014-01-01,23.90,19.120
2014-02-01,26.44,21.234
2014-03-01,24.43,19.752
2014-04-01,23.63,19.163
2014-05-01,22.96,18.682
2014-06-01,25.80,21.046
2014-07-01,25.05,20.412
2014-08-01,23.93,19.473
2014-09-01,20.95,17.057
2014-10-01,19.83,16.106
2014-11-01,19.21,15.515
2014-12-01,19.41,15.592
2015-01-01,21.53,17.208
2015-02-01,20.60,16.549
2015-03-01,20.55,16.598
2015-04-01,19.94,16.147
2015-05-01,20.53,16.701
2015-06-01,19.08,15.575
2015-07-01,18.06,14.745
2015-08-01,17.89,14.584
2015-09-01,17.83,14.518
2015-10-01,19.13,15.567
2015-11-01,17.32,14.057
2015-12-01,17.05,13.797
2016-01-01,17.58,14.243
2016-02-01,18.39,14.914
2016-03-01,18.97,15.464
2016-04-01,21.77,17.813
2016-05-01,19.46,15.994
2016-06-01,22.58,18.615
2016-07-01,24.72,20.347
2016-08-01,22.69,18.690
2016-09-01,23.27,19.214
2016-10-01,21.52,17.796
2016-11-01,19.89,16.422
2016-12-01,19.35,15.978
2017-01-01,21.12,17.543
2017-02-01,22.15,18.459
2017-03-01,21.89,18.256
2017-04-01,20.61,17.248
2017-05-01,20.78,17.406
2017-06-01,19.82,16.615
2017-07-01,20.04,16.786
2017-08-01,20.91,17.556
2017-09-01,19.74,16.676
2017-10-01,19.78,16.693
2017-11-01,19.44,16.405
2017-12-01,20.31,17.128
2018-01-01,20.33,17.241
2018-02-01,19.24,16.390
2018-03-01,19.05,16.268
2018-04-01,19.12,16.383
2018-05-01,19.12,16.458
2018-06-01,18.77,16.179
2018-07-01,18.05,15.559
2018-08-01,16.84,14.533
2018-09-01,17.04,14.712
2018-10-01,16.51,14.282
2018-11-01,16.39,14.127
2018-12-01,18.05,15.519
2019-01-01,18.66,16.072
2019-02-01,18.05,15.615
2019-03-01,17.38,15.110
2019-04-01,17.12,14.967
2019-05-01,16.62,14.567
2019-06-01,17.48,15.323
2019-07-01,18.69,16.405
2019-08-01,20.86,18.311
2019-09-01,19.34,16.998
2019-10-01,20.52,18.067
2019-11-01,19.32,17.004
2019-12-01,20.35,17.902
2020-01-01,20.41,18.012
2020-02-01,18.58,16.443
2020-03-01,16.02,14.156
2020-04-01,17.05,14.958
2020-05-01,21.09,18.499
2020-06-01,21.11,18.618
2020-07-01,27.32,24.216
2020-08-01,32.13,28.563
2020-09-01,26.38,23.494
2020-10-01,26.55,23.646
2020-11-01,25.33,22.553
2020-12-01,29.62,26.396
2021-01-01,30.06,26.914
2021-02-01,29.37,26.432
2021-03-01,27.08,24.532
2021-04-01,28.33,25.869
2021-05-01,30.42,28.014
2021-06-01,28.18,26.188
2021-07-01,27.36,25.547
2021-08-01,25.63,23.997
2021-09-01,23.50,22.047
2021-10-01,25.31,23.949
2021-11-01,23.97,22.781
2021-12-01,24.47,23.347
2022-01-01,23.29,22.393
2022-02-01,25.10,24.365
2022-03-01,25.56,25.133
2022-04-01,23.33,23.076
2022-05-01,21.69,21.688
2022-06-01,20.72,20.724
